ID, DATE, LATITUDE, LONGITUDE, ADTITUDE [m], TEMPERATURE [*C], HUMIDITY [%], PRESSURE [hPa], MQ7 [ppm], MQ7 DETECT, PM 1.0 [ug/m^3], PM 2.5 [ug/m^3], PM 10 [ug/m^3]
620 ,Sun Dec 13 2020 13:23:51 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.35 ,60 ,1 ,28 ,46 ,60
621 ,Sun Dec 13 2020 13:23:54 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.42 ,59 ,1 ,30 ,48 ,61
622 ,Sun Dec 13 2020 13:23:57 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.4 ,58 ,1 ,29 ,47 ,62
623 ,Sun Dec 13 2020 13:24:17 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.44 ,57 ,1 ,29 ,47 ,63
624 ,Sun Dec 13 2020 13:24:52 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.35 ,61 ,1 ,28 ,44 ,57
625 ,Sun Dec 13 2020 13:25:11 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.73 ,56 ,1 ,29 ,45 ,59
626 ,Sun Dec 13 2020 13:25:38 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.71 ,58 ,1 ,30 ,49 ,67
627 ,Sun Dec 13 2020 13:25:48 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.73 ,53 ,1 ,34 ,56 ,73
628 ,Sun Dec 13 2020 13:25:51 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.87 ,51 ,1 ,37 ,62 ,78
629 ,Sun Dec 13 2020 13:26:54 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.77 ,45 ,1 ,37 ,56 ,75
630 ,Sun Dec 13 2020 13:26:57 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.76 ,45 ,1 ,40 ,58 ,74
631 ,Sun Dec 13 2020 13:26:58 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.76 ,45 ,1 ,40 ,58 ,74
632 ,Sun Dec 13 2020 13:27:07 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.77 ,47 ,1 ,38 ,61 ,77
633 ,Sun Dec 13 2020 13:27:26 GMT+0100 (GMT+01:00) ,50.28022 ,18.698054 ,0 ,0 ,0 ,989.83 ,47 ,1 ,37 ,61 ,75
634 ,Sun Dec 13 2020 13:27:27 GMT+0100 (GMT+01:00) ,50.28022 ,18.698054 ,0 ,0 ,0 ,989.83 ,47 ,1 ,37 ,61 ,75
635 ,Sun Dec 13 2020 13:27:55 GMT+0100 (GMT+01:00) ,50.280228 ,18.698062 ,0 ,0 ,0 ,989.77 ,45 ,1 ,37 ,56 ,73
636 ,Sun Dec 13 2020 13:28:02 GMT+0100 (GMT+01:00) ,50.280228 ,18.698062 ,231.3 ,0 ,0 ,989.77 ,45 ,1 ,35 ,56 ,73
637 ,Sun Dec 13 2020 13:28:03 GMT+0100 (GMT+01:00) ,50.280228 ,18.698062 ,231.3 ,0 ,0 ,989.77 ,45 ,1 ,35 ,56 ,73
638 ,Sun Dec 13 2020 13:28:07 GMT+0100 (GMT+01:00) ,50.280236 ,18.698052 ,231.3 ,0 ,0 ,989.83 ,45 ,1 ,35 ,60 ,73
639 ,Sun Dec 13 2020 13:28:36 GMT+0100 (GMT+01:00) ,50.280236 ,18.698082 ,231.3 ,0 ,0 ,989.83 ,45 ,1 ,35 ,55 ,73
640 ,Sun Dec 13 2020 13:28:43 GMT+0100 (GMT+01:00) ,50.280236 ,18.698084 ,231.3 ,0 ,0 ,989.88 ,45 ,1 ,35 ,55 ,71
641 ,Sun Dec 13 2020 13:28:44 GMT+0100 (GMT+01:00) ,50.280236 ,18.698084 ,231.3 ,0 ,0 ,989.88 ,45 ,1 ,35 ,55 ,71
642 ,Sun Dec 13 2020 13:29:24 GMT+0100 (GMT+01:00) ,50.2803 ,18.698126 ,231.3 ,0 ,0 ,989.81 ,53 ,1 ,31 ,49 ,63
643 ,Sun Dec 13 2020 13:30:19 GMT+0100 (GMT+01:00) ,50.28012 ,18.698108 ,231.3 ,0 ,0 ,989.72 ,104 ,1 ,565 ,1637 ,2266
644 ,Sun Dec 13 2020 13:30:20 GMT+0100 (GMT+01:00) ,50.28012 ,18.698108 ,231.3 ,0 ,0 ,989.72 ,104 ,1 ,565 ,1637 ,2266
645 ,Sun Dec 13 2020 13:30:28 GMT+0100 (GMT+01:00) ,50.280096 ,18.698092 ,231.3 ,0 ,0 ,989.78 ,125 ,1 ,1436 ,2272 ,3549
646 ,Sun Dec 13 2020 13:30:49 GMT+0100 (GMT+01:00) ,50.280052 ,18.69801 ,231.3 ,0 ,0 ,989.77 ,149 ,1 ,199 ,1517 ,3129
647 ,Sun Dec 13 2020 13:31:02 GMT+0100 (GMT+01:00) ,50.279712 ,18.69777 ,231.3 ,0 ,0 ,989.81 ,139 ,1 ,823 ,2073 ,3209
648 ,Sun Dec 13 2020 13:31:05 GMT+0100 (GMT+01:00) ,50.279636 ,18.697688 ,231.3 ,0 ,0 ,989.76 ,150 ,1 ,779 ,1943 ,4378
649 ,Sun Dec 13 2020 13:31:42 GMT+0100 (GMT+01:00) ,50.280024 ,18.697854 ,231.3 ,0 ,0 ,989.78 ,84 ,1 ,202 ,1493 ,2538
650 ,Sun Dec 13 2020 13:32:03 GMT+0100 (GMT+01:00) ,50.280036 ,18.697888 ,231.3 ,0 ,0 ,989.87 ,103 ,1 ,221 ,921 ,1803
651 ,Sun Dec 13 2020 13:32:28 GMT+0100 (GMT+01:00) ,50.279776 ,18.698432 ,231.3 ,0 ,0 ,989.88 ,120 ,1 ,214 ,773 ,1630
652 ,Sun Dec 13 2020 13:32:36 GMT+0100 (GMT+01:00) ,50.279872 ,18.698146 ,231.3 ,0 ,0 ,989.9 ,105 ,1 ,103 ,185 ,214
653 ,Sun Dec 13 2020 13:32:37 GMT+0100 (GMT+01:00) ,50.279872 ,18.698146 ,231.3 ,0 ,0 ,989.9 ,105 ,1 ,103 ,185 ,214
654 ,Sun Dec 13 2020 13:32:41 GMT+0100 (GMT+01:00) ,50.279932 ,18.698058 ,231.3 ,0 ,0 ,989.88 ,95 ,1 ,89 ,154 ,182
655 ,Sun Dec 13 2020 13:32:50 GMT+0100 (GMT+01:00) ,50.280016 ,18.698034 ,231.3 ,0 ,0 ,989.81 ,85 ,1 ,202 ,383 ,449
656 ,Sun Dec 13 2020 13:33:09 GMT+0100 (GMT+01:00) ,50.280084 ,18.698132 ,231.3 ,0 ,0 ,989.87 ,75 ,1 ,119 ,174 ,198
657 ,Sun Dec 13 2020 13:33:10 GMT+0100 (GMT+01:00) ,50.280084 ,18.698132 ,231.3 ,0 ,0 ,989.87 ,75 ,1 ,119 ,174 ,198
658 ,Sun Dec 13 2020 13:33:26 GMT+0100 (GMT+01:00) ,50.280264 ,18.698644 ,231.3 ,0 ,0 ,989.81 ,62 ,1 ,69 ,100 ,110
659 ,Sun Dec 13 2020 13:33:35 GMT+0100 (GMT+01:00) ,50.280264 ,18.698644 ,231.3 ,0 ,0 ,989.91 ,61 ,1 ,44 ,67 ,74
660 ,Sun Dec 13 2020 13:33:38 GMT+0100 (GMT+01:00) ,50.280264 ,18.698644 ,231.3 ,0 ,0 ,989.91 ,61 ,1 ,41 ,64 ,73
661 ,Sun Dec 13 2020 13:33:51 GMT+0100 (GMT+01:00) ,50.279916 ,18.697676 ,231.3 ,0 ,0 ,989.92 ,61 ,1 ,39 ,62 ,79
662 ,Sun Dec 13 2020 13:34:08 GMT+0100 (GMT+01:00) ,50.280028 ,18.697832 ,231.3 ,0 ,0 ,989.86 ,59 ,1 ,46 ,67 ,80
663 ,Sun Dec 13 2020 13:34:12 GMT+0100 (GMT+01:00) ,50.280092 ,18.698044 ,231.3 ,0 ,0 ,989.88 ,59 ,1 ,41 ,60 ,76
664 ,Sun Dec 13 2020 13:34:13 GMT+0100 (GMT+01:00) ,50.280092 ,18.698044 ,231.3 ,0 ,0 ,989.88 ,59 ,1 ,41 ,60 ,76
665 ,Sun Dec 13 2020 13:34:40 GMT+0100 (GMT+01:00) ,50.279928 ,18.698296 ,231.3 ,0 ,0 ,989.87 ,177 ,1 ,49 ,72 ,83
666 ,Sun Dec 13 2020 13:35:05 GMT+0100 (GMT+01:00) ,50.279928 ,18.698296 ,231.3 ,0 ,0 ,989.82 ,128 ,1 ,51 ,75 ,85
667 ,Sun Dec 13 2020 13:35:17 GMT+0100 (GMT+01:00) ,50.279928 ,18.698296 ,231.3 ,0 ,0 ,989.83 ,122 ,1 ,51 ,77 ,88
668 ,Sun Dec 13 2020 13:35:18 GMT+0100 (GMT+01:00) ,50.279928 ,18.698296 ,231.3 ,0 ,0 ,989.83 ,122 ,1 ,51 ,77 ,88
669 ,Sun Dec 13 2020 13:36:09 GMT+0100 (GMT+01:00) ,50.280344 ,18.697784 ,231.3 ,0 ,0 ,989.86 ,104 ,1 ,61 ,88 ,99
670 ,Sun Dec 13 2020 13:36:33 GMT+0100 (GMT+01:00) ,50.280336 ,18.697956 ,231.3 ,0 ,0 ,989.82 ,101 ,1 ,62 ,96 ,105
671 ,Sun Dec 13 2020 13:36:34 GMT+0100 (GMT+01:00) ,50.280336 ,18.697956 ,231.3 ,0 ,0 ,989.82 ,101 ,1 ,62 ,96 ,105
672 ,Sun Dec 13 2020 13:36:37 GMT+0100 (GMT+01:00) ,50.280344 ,18.697972 ,231.3 ,0 ,0 ,989.82 ,100 ,1 ,63 ,96 ,112
673 ,Sun Dec 13 2020 13:37:42 GMT+0100 (GMT+01:00) ,50.28048 ,18.698402 ,231.3 ,0 ,0 ,989.81 ,93 ,1 ,62 ,91 ,105
674 ,Tue Dec 15 2020 10:48:04 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.86 ,308 ,0 ,63 ,97 ,124
675 ,Tue Dec 15 2020 10:48:05 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.86 ,308 ,0 ,63 ,97 ,124
676 ,Tue Dec 15 2020 10:48:55 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.82 ,96 ,1 ,66 ,102 ,125
677 ,Tue Dec 15 2020 10:49:03 GMT+0100 (GMT+01:00) ,50.280324 ,18.698032 ,0 ,0 ,1 ,996.76 ,79 ,1 ,66 ,108 ,121
678 ,Tue Dec 15 2020 10:49:05 GMT+0100 (GMT+01:00) ,50.280324 ,18.698032 ,0 ,0 ,1 ,996.8 ,80 ,1 ,68 ,108 ,122
679 ,Tue Dec 15 2020 10:49:06 GMT+0100 (GMT+01:00) ,50.280324 ,18.698032 ,0 ,0 ,1 ,996.8 ,80 ,1 ,68 ,108 ,122
680 ,Tue Dec 15 2020 18:20:31 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.2 ,176 ,1 ,108 ,175 ,210
681 ,Tue Dec 15 2020 18:21:02 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.19 ,71 ,1 ,110 ,183 ,218
682 ,Tue Dec 15 2020 18:21:25 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.19 ,61 ,1 ,109 ,182 ,221
683 ,Tue Dec 15 2020 18:21:26 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.19 ,61 ,1 ,109 ,182 ,221
684 ,Tue Dec 15 2020 18:21:41 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.19 ,59 ,1 ,106 ,189 ,225
685 ,Tue Dec 15 2020 18:21:44 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,996.19 ,59 ,1 ,108 ,195 ,230
686 ,Tue Dec 15 2020 18:22:03 GMT+0100 (GMT+01:00) ,50.280016 ,18.698156 ,0 ,0 ,1 ,996.13 ,56 ,1 ,98 ,164 ,208
687 ,Tue Dec 15 2020 18:22:10 GMT+0100 (GMT+01:00) ,50.280036 ,18.698168 ,0 ,0 ,1 ,996.13 ,57 ,1 ,100 ,165 ,207
688 ,Tue Dec 15 2020 18:22:11 GMT+0100 (GMT+01:00) ,50.280036 ,18.698168 ,0 ,0 ,1 ,996.13 ,57 ,1 ,100 ,165 ,207
689 ,Tue Dec 15 2020 18:22:23 GMT+0100 (GMT+01:00) ,50.28002 ,18.698176 ,0 ,0 ,1 ,996.22 ,56 ,1 ,99 ,174 ,207
690 ,Tue Dec 15 2020 18:22:48 GMT+0100 (GMT+01:00) ,50.280028 ,18.698146 ,0 ,0 ,1 ,996.18 ,55 ,1 ,105 ,180 ,215
692 ,Tue Dec 15 2020 18:23:00 GMT+0100 (GMT+01:00) ,50.280016 ,18.698148 ,0 ,0 ,0 ,996.18 ,55 ,1 ,105 ,185 ,222
693 ,Tue Dec 15 2020 18:23:05 GMT+0100 (GMT+01:00) ,50.28002 ,18.698132 ,0 ,0 ,1 ,996.21 ,55 ,1 ,104 ,183 ,224
694 ,Tue Dec 15 2020 18:23:11 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,10 ,43 ,996.19 ,54 ,1 ,105 ,184 ,228
695 ,Tue Dec 15 2020 18:23:14 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,10 ,43 ,996.12 ,54 ,1 ,106 ,192 ,241
696 ,Tue Dec 15 2020 18:23:38 GMT+0100 (GMT+01:00) ,50.280032 ,18.698126 ,0 ,9 ,43 ,996.22 ,53 ,1 ,108 ,183 ,210
699 ,Tue Dec 15 2020 18:23:50 GMT+0100 (GMT+01:00) ,50.280032 ,18.698126 ,0 ,9 ,44 ,996.22 ,53 ,1 ,107 ,186 ,227
700 ,Tue Dec 15 2020 18:24:06 GMT+0100 (GMT+01:00) ,50.280084 ,18.698176 ,0 ,9 ,45 ,996.21 ,52 ,1 ,110 ,197 ,245
701 ,Tue Dec 15 2020 18:24:07 GMT+0100 (GMT+01:00) ,50.280084 ,18.698176 ,0 ,9 ,45 ,996.21 ,52 ,1 ,110 ,197 ,245
702 ,Tue Dec 15 2020 18:24:15 GMT+0100 (GMT+01:00) ,50.280084 ,18.698174 ,0 ,8 ,45 ,996.28 ,53 ,1 ,108 ,187 ,232
703 ,Tue Dec 15 2020 18:24:38 GMT+0100 (GMT+01:00) ,50.28008 ,18.698168 ,0 ,8 ,46 ,996.23 ,53 ,1 ,106 ,188 ,223
704 ,Tue Dec 15 2020 18:24:39 GMT+0100 (GMT+01:00) ,50.28008 ,18.698168 ,0 ,8 ,46 ,996.23 ,53 ,1 ,106 ,188 ,223
705 ,Tue Dec 15 2020 18:24:51 GMT+0100 (GMT+01:00) ,50.28008 ,18.69817 ,0 ,8 ,47 ,996.21 ,53 ,1 ,106 ,186 ,234
706 ,Tue Dec 15 2020 18:25:04 GMT+0100 (GMT+01:00) ,50.280028 ,18.698178 ,0 ,8 ,47 ,996.22 ,50 ,1 ,109 ,188 ,234
707 ,Tue Dec 15 2020 18:25:07 GMT+0100 (GMT+01:00) ,50.280032 ,18.698176 ,0 ,7 ,47 ,996.24 ,51 ,1 ,108 ,186 ,221
708 ,Tue Dec 15 2020 18:25:16 GMT+0100 (GMT+01:00) ,50.280032 ,18.69817 ,0 ,7 ,47 ,996.23 ,52 ,1 ,108 ,185 ,233
709 ,Tue Dec 15 2020 18:25:49 GMT+0100 (GMT+01:00) ,50.280028 ,18.698148 ,0 ,7 ,48 ,996.23 ,51 ,1 ,110 ,192 ,229
710 ,Tue Dec 15 2020 18:25:52 GMT+0100 (GMT+01:00) ,50.280028 ,18.698148 ,0 ,7 ,48 ,996.27 ,51 ,1 ,110 ,188 ,222
711 ,Tue Dec 15 2020 18:26:09 GMT+0100 (GMT+01:00) ,50.280028 ,18.698148 ,0 ,7 ,48 ,996.21 ,51 ,1 ,111 ,198 ,247
712 ,Tue Dec 15 2020 18:26:14 GMT+0100 (GMT+01:00) ,50.280012 ,18.69817 ,0 ,7 ,49 ,996.3 ,50 ,1 ,109 ,193 ,240
713 ,Tue Dec 15 2020 18:26:35 GMT+0100 (GMT+01:00) ,50.280024 ,18.698166 ,0 ,7 ,49 ,996.33 ,51 ,1 ,104 ,183 ,231
714 ,Tue Dec 15 2020 18:26:50 GMT+0100 (GMT+01:00) ,50.280132 ,18.698168 ,0 ,12 ,94 ,996.27 ,180 ,1 ,30 ,432 ,2233
715 ,Tue Dec 15 2020 18:26:59 GMT+0100 (GMT+01:00) ,50.280028 ,18.698178 ,0 ,14 ,99 ,996.32 ,110 ,1 ,92 ,441 ,1565
718 ,Tue Dec 15 2020 18:27:35 GMT+0100 (GMT+01:00) ,50.279984 ,18.698052 ,0 ,17 ,99 ,996.24 ,182 ,1 ,30 ,462 ,2577
720 ,Tue Dec 15 2020 18:28:19 GMT+0100 (GMT+01:00) ,50.280252 ,18.698248 ,0 ,13 ,99 ,996.21 ,93 ,1 ,402 ,908 ,2457
721 ,Tue Dec 15 2020 18:28:31 GMT+0100 (GMT+01:00) ,50.280252 ,18.698248 ,0 ,15 ,99 ,996.32 ,81 ,1 ,1045 ,1464 ,2997
722 ,Tue Dec 15 2020 18:28:32 GMT+0100 (GMT+01:00) ,50.280252 ,18.698248 ,0 ,15 ,99 ,996.32 ,81 ,1 ,1045 ,1464 ,2997
723 ,Tue Dec 15 2020 18:28:43 GMT+0100 (GMT+01:00) ,50.280252 ,18.698248 ,0 ,15 ,99 ,996.39 ,70 ,1 ,57 ,841 ,3015
724 ,Tue Dec 15 2020 18:28:52 GMT+0100 (GMT+01:00) ,50.28008 ,18.698286 ,0 ,15 ,99 ,996.43 ,67 ,1 ,102 ,836 ,2392
725 ,Tue Dec 15 2020 18:29:23 GMT+0100 (GMT+01:00) ,50.280016 ,18.698156 ,0 ,14 ,99 ,996.23 ,119 ,1 ,2052 ,2189 ,2790
726 ,Tue Dec 15 2020 18:29:28 GMT+0100 (GMT+01:00) ,50.280024 ,18.698138 ,0 ,14 ,99 ,996.25 ,94 ,1 ,69 ,574 ,1984
727 ,Tue Dec 15 2020 18:29:36 GMT+0100 (GMT+01:00) ,50.28002 ,18.69814 ,0 ,13 ,99 ,996.24 ,83 ,1 ,129 ,609 ,1456
728 ,Tue Dec 15 2020 18:29:37 GMT+0100 (GMT+01:00) ,50.28002 ,18.69814 ,0 ,13 ,99 ,996.24 ,83 ,1 ,129 ,609 ,1456
729 ,Tue Dec 15 2020 18:30:01 GMT+0100 (GMT+01:00) ,50.28002 ,18.698162 ,0 ,12 ,99 ,996.25 ,70 ,1 ,124 ,232 ,305
730 ,Tue Dec 15 2020 18:30:04 GMT+0100 (GMT+01:00) ,50.28002 ,18.698162 ,0 ,12 ,99 ,996.34 ,67 ,1 ,124 ,226 ,294
731 ,Tue Dec 15 2020 18:30:05 GMT+0100 (GMT+01:00) ,50.28002 ,18.698162 ,0 ,12 ,99 ,996.34 ,67 ,1 ,124 ,226 ,294
732 ,Tue Dec 15 2020 18:30:17 GMT+0100 (GMT+01:00) ,50.280016 ,18.698164 ,0 ,11 ,99 ,996.33 ,65 ,1 ,123 ,221 ,268
733 ,Tue Dec 15 2020 18:30:22 GMT+0100 (GMT+01:00) ,50.280024 ,18.698166 ,0 ,11 ,99 ,996.34 ,64 ,1 ,122 ,224 ,268
734 ,Tue Dec 15 2020 18:31:09 GMT+0100 (GMT+01:00) ,50.280048 ,18.69819 ,0 ,9 ,99 ,996.35 ,55 ,1 ,117 ,207 ,254
735 ,Tue Dec 15 2020 18:31:10 GMT+0100 (GMT+01:00) ,50.280048 ,18.69819 ,0 ,9 ,99 ,996.35 ,55 ,1 ,117 ,207 ,254
736 ,Tue Dec 15 2020 18:31:18 GMT+0100 (GMT+01:00) ,50.280052 ,18.698192 ,0 ,9 ,99 ,996.43 ,56 ,1 ,114 ,202 ,246
737 ,Tue Dec 15 2020 18:31:45 GMT+0100 (GMT+01:00) ,50.280036 ,18.698166 ,0 ,9 ,99 ,996.39 ,98 ,1 ,145 ,281 ,373
738 ,Tue Dec 15 2020 18:31:46 GMT+0100 (GMT+01:00) ,50.280036 ,18.698166 ,0 ,9 ,99 ,996.39 ,98 ,1 ,145 ,281 ,373
739 ,Tue Dec 15 2020 18:31:50 GMT+0100 (GMT+01:00) ,50.280032 ,18.698168 ,0 ,9 ,99 ,996.35 ,89 ,1 ,202 ,977 ,1883
740 ,Tue Dec 15 2020 18:32:07 GMT+0100 (GMT+01:00) ,50.280036 ,18.69817 ,0 ,10 ,99 ,996.29 ,107 ,1 ,301 ,972 ,1314
741 ,Tue Dec 15 2020 18:32:30 GMT+0100 (GMT+01:00) ,50.28002 ,18.698188 ,0 ,9 ,99 ,996.29 ,97 ,1 ,152 ,1029 ,2417
742 ,Tue Dec 15 2020 18:32:43 GMT+0100 (GMT+01:00) ,50.280028 ,18.6982 ,0 ,9 ,99 ,996.2 ,104 ,1 ,332 ,713 ,840
743 ,Tue Dec 15 2020 18:32:52 GMT+0100 (GMT+01:00) ,50.280028 ,18.6982 ,0 ,10 ,99 ,996.28 ,77 ,1 ,160 ,261 ,327
744 ,Tue Dec 15 2020 18:33:15 GMT+0100 (GMT+01:00) ,50.280036 ,18.69816 ,0 ,10 ,98 ,996.3 ,110 ,1 ,1278 ,1826 ,2472
745 ,Tue Dec 15 2020 18:33:28 GMT+0100 (GMT+01:00) ,50.280032 ,18.698184 ,0 ,10 ,97 ,996.3 ,80 ,1 ,256 ,491 ,570
746 ,Tue Dec 15 2020 18:33:33 GMT+0100 (GMT+01:00) ,50.280044 ,18.698192 ,0 ,9 ,96 ,996.17 ,78 ,1 ,186 ,448 ,1096
747 ,Tue Dec 15 2020 18:34:01 GMT+0100 (GMT+01:00) ,50.280024 ,18.698144 ,0 ,9 ,95 ,996.32 ,130 ,1 ,315 ,878 ,1262
748 ,Tue Dec 15 2020 18:34:02 GMT+0100 (GMT+01:00) ,50.280024 ,18.698144 ,0 ,9 ,95 ,996.32 ,130 ,1 ,315 ,878 ,1262
749 ,Tue Dec 15 2020 18:34:18 GMT+0100 (GMT+01:00) ,50.280064 ,18.698172 ,0 ,10 ,94 ,996.29 ,85 ,1 ,163 ,287 ,355
750 ,Tue Dec 15 2020 18:34:19 GMT+0100 (GMT+01:00) ,50.280064 ,18.698172 ,0 ,10 ,94 ,996.29 ,85 ,1 ,163 ,287 ,355
751 ,Tue Dec 15 2020 18:35:14 GMT+0100 (GMT+01:00) ,50.28002 ,18.698132 ,0 ,10 ,94 ,996.31 ,96 ,1 ,288 ,1008 ,1670
752 ,Tue Dec 15 2020 18:35:49 GMT+0100 (GMT+01:00) ,50.28006 ,18.698184 ,0 ,9 ,93 ,996.31 ,85 ,1 ,160 ,1086 ,3072
753 ,Tue Dec 15 2020 18:36:26 GMT+0100 (GMT+01:00) ,50.280048 ,18.698184 ,0 ,8 ,92 ,996.24 ,95 ,1 ,127 ,227 ,278
754 ,Tue Dec 15 2020 18:36:30 GMT+0100 (GMT+01:00) ,50.28002 ,18.69816 ,0 ,7 ,92 ,996.26 ,231 ,0 ,125 ,226 ,281
755 ,Tue Dec 15 2020 18:36:31 GMT+0100 (GMT+01:00) ,50.28002 ,18.69816 ,0 ,7 ,92 ,996.26 ,231 ,0 ,125 ,226 ,281
756 ,Tue Dec 15 2020 18:36:46 GMT+0100 (GMT+01:00) ,50.280004 ,18.698142 ,0 ,7 ,93 ,996.26 ,649 ,0 ,122 ,224 ,275
757 ,Tue Dec 15 2020 18:36:59 GMT+0100 (GMT+01:00) ,50.280036 ,18.698182 ,0 ,7 ,93 ,996.27 ,110 ,1 ,127 ,224 ,276
758 ,Tue Dec 15 2020 18:37:15 GMT+0100 (GMT+01:00) ,50.28004 ,18.698178 ,0 ,6 ,93 ,996.29 ,83 ,1 ,127 ,224 ,268
759 ,Tue Dec 15 2020 18:37:16 GMT+0100 (GMT+01:00) ,50.28004 ,18.698178 ,0 ,6 ,93 ,996.29 ,83 ,1 ,127 ,224 ,268
760 ,Tue Dec 15 2020 18:37:20 GMT+0100 (GMT+01:00) ,50.28004 ,18.698178 ,0 ,6 ,94 ,996.27 ,78 ,1 ,123 ,216 ,261
761 ,Tue Dec 15 2020 18:37:23 GMT+0100 (GMT+01:00) ,50.28004 ,18.698178 ,0 ,6 ,94 ,996.27 ,79 ,1 ,121 ,210 ,262
762 ,Tue Dec 15 2020 18:37:24 GMT+0100 (GMT+01:00) ,50.28004 ,18.698178 ,0 ,6 ,94 ,996.27 ,79 ,1 ,121 ,210 ,262
763 ,Tue Dec 15 2020 18:37:36 GMT+0100 (GMT+01:00) ,50.28004 ,18.698178 ,0 ,6 ,93 ,996.32 ,76 ,1 ,127 ,212 ,281
764 ,Tue Dec 15 2020 18:37:41 GMT+0100 (GMT+01:00) ,50.28002 ,18.698184 ,0 ,6 ,93 ,996.31 ,75 ,1 ,128 ,216 ,270
765 ,Tue Dec 15 2020 18:37:54 GMT+0100 (GMT+01:00) ,50.280044 ,18.69821 ,0 ,6 ,93 ,996.24 ,73 ,1 ,126 ,225 ,274
766 ,Tue Dec 15 2020 18:37:57 GMT+0100 (GMT+01:00) ,50.280044 ,18.69821 ,0 ,6 ,93 ,996.19 ,71 ,1 ,123 ,225 ,271
767 ,Tue Dec 15 2020 18:38:10 GMT+0100 (GMT+01:00) ,50.280044 ,18.698236 ,0 ,6 ,93 ,996.25 ,68 ,1 ,131 ,225 ,291
768 ,Tue Dec 15 2020 18:38:19 GMT+0100 (GMT+01:00) ,50.280052 ,18.698242 ,0 ,6 ,93 ,996.31 ,69 ,1 ,125 ,224 ,290
769 ,Tue Dec 15 2020 18:38:26 GMT+0100 (GMT+01:00) ,50.280032 ,18.698228 ,0 ,6 ,93 ,996.35 ,68 ,1 ,126 ,226 ,290
770 ,Tue Dec 15 2020 18:38:39 GMT+0100 (GMT+01:00) ,50.280032 ,18.698226 ,0 ,6 ,93 ,996.22 ,66 ,1 ,122 ,218 ,276
771 ,Tue Dec 15 2020 18:39:10 GMT+0100 (GMT+01:00) ,50.27996 ,18.698162 ,0 ,6 ,93 ,996.28 ,67 ,1 ,125 ,222 ,269
772 ,Tue Dec 15 2020 18:39:19 GMT+0100 (GMT+01:00) ,50.279952 ,18.698168 ,0 ,6 ,93 ,996.28 ,65 ,1 ,126 ,224 ,263
773 ,Tue Dec 15 2020 18:39:23 GMT+0100 (GMT+01:00) ,50.279952 ,18.698168 ,0 ,6 ,94 ,996.15 ,64 ,1 ,126 ,220 ,259
774 ,Tue Dec 15 2020 18:39:24 GMT+0100 (GMT+01:00) ,50.279952 ,18.698168 ,0 ,6 ,94 ,996.15 ,64 ,1 ,126 ,220 ,259
775 ,Tue Dec 15 2020 18:39:36 GMT+0100 (GMT+01:00) ,50.279936 ,18.69815 ,0 ,5 ,94 ,996.28 ,63 ,1 ,131 ,243 ,306
776 ,Wed Dec 16 2020 11:24:01 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,999.86 ,173 ,1 ,12 ,18 ,26
777 ,Wed Dec 16 2020 11:24:20 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,999.88 ,109 ,1 ,12 ,18 ,19
778 ,Wed Dec 16 2020 11:24:39 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,1000.21 ,78 ,1 ,14 ,23 ,25
779 ,Wed Dec 16 2020 11:25:01 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,1 ,1000.27 ,62 ,1 ,19 ,26 ,30
